Person.id:START_ID(Person)|Organisation.id:END_ID(Organisation)|workFrom
17592186053700|539|2003
19791209300474|1558|2001
19791209300739|912|2008
19791209300739|931|2009
19791209300739|935|2008
19791209301463|302|2003
19791209302057|804|2009
19791209305255|891|2001
19791209305255|892|2002
19791209310429|225|2007
19791209310429|210|2008
19791209310429|248|2009
19791209310429|234|2009
19791209310429|221|2007
19791209310932|937|2010
19791209310932|908|2011
19791209310932|255|2010
21990232556180|1296|2004
21990232556180|1299|2005
21990232556180|1302|2005
21990232556180|1338|2005
21990232558419|593|2010
21990232558990|912|2012
21990232558990|915|2012
21990232558990|936|2012
21990232558990|905|2012
21990232558990|907|2011
21990232559581|917|2002
21990232559581|905|2003
21990232559581|906|2002
21990232559581|923|2003
24189255815833|918|2006
24189255815833|925|2003
24189255820983|1554|2007
24189255820983|1543|2006
24189255820983|1549|2005
24189255820983|1550|2007
26388279068269|929|2009
26388279068269|931|2010
26388279068269|934|2010
26388279068269|590|2010
26388279068269|927|2010
26388279072418|929|2008
26388279072418|921|2009
26388279072418|907|2009
26388279072418|924|2009
26388279075701|471|2009
26388279076336|564|2011
26388279076336|583|2011
26388279076336|585|2012
26388279076336|575|2012
28587302322281|544|2010
28587302322281|538|2007
28587302322281|862|2006
28587302322281|542|2008
28587302326294|1558|2008
28587302326294|1559|2007
28587302326294|1560|2009
28587302327096|18|2008
28587302327096|547|2007
28587302327096|539|2009
28587302327096|1118|2009
28587302327630|974|2005
28587302328299|1176|2012
28587302330153|247|2004
28587302330153|248|2001
30786325579545|1225|2005
30786325581842|1296|2005
30786325581842|1136|2004
30786325581842|1301|2005
30786325581842|1302|2004
30786325584666|1366|2002
32985348833679|1175|2008
32985348833679|1177|2008
32985348833686|864|2005
32985348833686|147|2005
32985348833686|181|2004
32985348833686|150|2004
32985348835589|769|2010
32985348835589|760|2009
32985348836807|538|2004
32985348836807|539|2004
32985348837090|546|2002
32985348838981|944|2010
32985348838981|544|2008
32985348838981|545|2009
32985348838981|547|2010
32985348838981|548|2009
32985348838997|576|2009
32985348839311|1228|2009
32985348839311|1229|2008
32985348839311|1230|2009
32985348839614|505|2004
32985348839614|492|2004
32985348839686|785|2007
32985348839686|805|2007
32985348839976|1168|2009
32985348839976|1157|2010
32985348839976|1159|2008
32985348839976|1150|2012
32985348839976|1151|2012
32985348843180|34|2000
32985348843180|57|2000
32985348843180|62|2002
32985348843237|123|2006
32985348843237|973|2007
32985348843237|125|2006
32985348843237|127|2011
35184372090589|550|2004
1219|515|2009
1219|501|2010
1219|492|2011
1219|508|2009
1219|493|2011
1791|936|2006
1791|922|2007
1791|923|2005
3217|400|2006
3217|399|2007
5474|899|2001
5474|796|2002
5474|781|2001
8909|998|2006
8909|1000|2005
10438|931|2004
10438|935|2003
10438|936|2003
2199023257297|1016|2009
2199023258066|888|2008
2199023258066|889|2008
2199023258066|891|2008
2199023258066|894|2009
2199023258456|128|2003
2199023258456|122|2002
2199023258456|396|2001
2199023258456|126|2002
2199023258908|545|2011
2199023258908|547|2012
2199023258908|548|2012
2199023258908|554|2010
2199023262152|913|2008
2199023262152|917|2008
2199023262152|937|2008
2199023262990|897|2006
2199023262990|888|2005
2199023264898|1080|2002
2199023264898|1100|2004
2199023265361|1105|2007
2199023266215|174|2006
4398046513334|1001|2010
4398046513334|1113|2010
4398046513334|1002|2009
4398046515789|926|2011
4398046521033|758|2008
4398046521091|553|2010
6597069768567|467|2005
6597069768567|470|2005
6597069768567|475|2004
6597069768567|445|2004
6597069772065|547|2004
6597069772065|539|2004
6597069772065|543|2003
6597069774527|1572|2009
6597069774527|1574|2010
8796093022290|706|2003
8796093022290|810|2003
8796093022290|811|2003
8796093022290|812|2004
8796093023634|919|2003
8796093023634|923|2004
8796093023634|927|2003
8796093024710|824|2010
8796093024710|825|2008
8796093025306|928|2004
8796093025306|915|2006
8796093025306|921|2011
8796093025306|938|2002
8796093025516|864|2007
8796093025516|865|2007
8796093025516|866|2007
8796093029535|444|2003
8796093032936|546|2008
8796093032936|548|2009
8796093032936|552|2008
8796093032936|539|2008
10995116279585|546|2005
10995116281487|545|2009
10995116281487|548|2010
10995116281487|540|2010
10995116281728|758|2002
10995116281728|906|2002
10995116281728|907|2001
10995116285903|1557|2009
10995116288126|676|2002
10995116288126|664|2002
13194139535313|1041|2011
13194139535313|1114|2012
13194139540414|1169|2007
13194139540414|1178|2007
13194139540414|1180|2007
13194139540414|1165|2007
13194139541287|1433|2006
13194139541287|1402|2007
13194139541287|1404|2007
13194139541287|1406|2007
13194139541678|896|2000
13194139541678|897|2001
13194139543330|914|2009
13194139543330|934|2009
13194139543330|922|2008
13194139543330|907|2009
13194139543330|924|2010
15393162789560|542|2011
15393162798113|548|2011
15393162799285|349|2004
17592186044568|927|2009
17592186047267|593|2006
17592186047267|595|2006
17592186047267|599|2007
17592186047327|165|2006
17592186047327|150|2007
17592186047327|184|2008
17592186047327|170|2008
17592186047327|173|2007
17592186047602|1100|2010
17592186047602|1052|1999
17592186049335|928|2000
17592186049335|922|1999
17592186049335|909|1999
17592186049335|927|2000
17592186052400|345|2008
17592186053317|825|2003
17592186053317|826|2004
19791209300796|139|1998
19791209300796|156|1998
19791209300796|175|2000
19791209310420|665|2001
21990232557176|1322|2003
21990232562894|1462|2010
21990232565300|489|2005
21990232565300|460|2003
24189255813453|401|2008
24189255814531|1321|2011
24189255814531|1322|2002
24189255816249|1570|2001
24189255816249|1573|2002
26388279070512|1472|2007
26388279070512|1491|2008
26388279070512|1496|2009
26388279070512|1452|2008
26388279075971|565|2008
26388279075971|566|2007
26388279075971|569|2010
26388279075971|588|2006
28587302325064|1492|2010
28587302325064|1509|2009
28587302325064|1515|2010
28587302326364|400|2001
28587302326647|546|2002
28587302327580|864|2000
28587302327580|866|2000
28587302327580|715|2001
28587302327733|917|2003
28587302327733|924|2001
28587302327863|784|2009
28587302327863|785|2009
28587302327863|1315|2008
28587302327863|792|2009
28587302328838|915|2009
28587302328838|918|2010
28587302328838|906|2011
28587302330430|912|2004
28587302330430|918|2004
28587302330430|906|2003
28587302330430|910|2004
28587302330736|673|2006
28587302330736|679|2006
28587302330736|680|2006
28587302330736|670|2006
30786325578784|1317|2001
30786325578784|922|2002
30786325578784|908|2001
30786325578784|926|2003
30786325579908|230|2007
30786325579908|233|2007
30786325580114|544|2004
30786325580114|553|2004
30786325580428|1|2010
30786325580428|4|2009
30786325580428|316|2009
30786325580547|666|2006
30786325580547|682|2006
30786325586661|720|2007
30786325586661|362|2012
30786325586661|719|2009
32985348836180|577|2007
32985348836180|567|2008
32985348841748|816|2011
32985348841748|3|2012
32985348841748|4|2009
32985348841748|5|2009
32985348841748|6|2010
32985348842593|149|2012
32985348842593|170|2008
32985348842593|155|2012
3325|896|2001
3325|892|2001
8734|592|2001
8734|595|2000
8734|597|2001
9616|116|2011
9616|121|2011
9616|110|2011
2199023255747|548|2008
2199023255747|1238|2007
2199023255747|552|2006
2199023255747|554|2006
2199023257284|1557|2005
2199023257284|1559|2003
2199023257284|1561|2003
2199023258134|936|2002
2199023258134|911|2002
2199023259817|547|2009
2199023259817|554|2008
2199023259817|539|2009
2199023259817|542|2008
2199023260125|953|1999
2199023261420|544|2005
2199023261420|539|2006
2199023261420|541|2005
2199023261420|542|2005
4398046513032|480|2008
4398046513032|484|2009
4398046513032|479|2007
4398046513938|112|2004
4398046513938|117|2003
4398046513938|121|2004
4398046513938|110|2003
4398046514136|1313|2003
4398046514136|1314|2003
4398046514136|1315|2003
4398046514136|1318|2003
4398046514136|1310|2003
4398046516239|825|2010
4398046516958|313|2008
4398046516958|331|2007
4398046521879|932|2004
4398046521879|919|2006
4398046521879|906|2005
4398046521879|911|2005
6597069770782|561|2004
6597069770782|562|2004
6597069770782|578|2004
6597069771397|547|2005
6597069773598|837|2001
8796093023215|1004|2007
8796093023215|1007|2007
8796093026886|465|2009
8796093026886|470|2008
8796093030808|927|2004
8796093031072|1226|2008
8796093031072|1229|2007
8796093031072|1230|2008
10995116279705|787|2012
10995116279705|808|2009
10995116279705|729|2011
10995116281629|545|2004
10995116281629|597|2005
10995116281629|554|2004
10995116281629|543|2004
10995116285532|471|2002
10995116285532|456|2003
10995116285532|475|2002
10995116288020|497|2008
10995116288020|297|2010
13194139533648|544|2001
13194139533648|546|2002
13194139533648|548|2002
13194139533912|461|2008
13194139534520|180|2003
13194139534520|165|2004
13194139534520|149|2002
13194139538191|891|2004
13194139538623|1139|2004
13194139538623|565|2005
13194139538623|583|2004
13194139538623|570|2006
13194139538623|559|2005
13194139538794|844|2007
13194139541315|889|2007
13194139541315|890|2008
13194139541315|894|2006
13194139541315|526|2008
13194139543357|912|2009
13194139543357|913|2007
13194139543357|917|2009
13194139543357|921|2008
13194139543357|924|2009
15393162795925|1001|2006
15393162795925|1002|2008
15393162796608|936|2005
15393162796608|923|2006
17592186045646|1520|2003
17592186045646|1489|2004
17592186045646|1492|2003
17592186045646|1526|2003
17592186047200|810|2008
17592186047200|859|2009
17592186050048|913|2006
17592186050048|936|2008
17592186050048|909|2012
17592186053488|914|2001
17592186053488|906|2001
17592186053488|909|2002
17592186054924|298|2004
17592186055331|545|2008
17592186055331|541|2008
17592186055331|543|2009
19791209305138|946|2001
19791209305138|546|2001
19791209305138|550|2002
19791209305138|539|2001
19791209305718|1344|2002
19791209305718|1337|2008
19791209305718|1343|2009
19791209307927|923|2012
19791209309339|1377|2008
19791209309339|1365|2012
19791209309339|1353|2009
19791209310001|1553|2005
19791209310001|1540|2004
19791209310001|1556|2005
19791209310001|1544|2005
19791209310001|1547|2005
21990232557294|1249|2007
21990232557294|1240|2010
21990232557294|1257|2009
21990232557294|1258|2010
21990232559692|1553|2008
21990232559692|1539|2009
21990232559692|1549|2009
21990232561364|1384|2005
21990232561364|1353|2004
21990232561364|1358|2004
21990232566388|466|2012
21990232566388|455|2007
21990232566388|296|2005
21990232566388|460|2008
21990232566388|476|2006
24189255815999|541|2009
24189255815999|542|2011
24189255816055|2|2009
24189255816055|6|2010
24189255817946|914|2005
24189255817946|934|2006
24189255818075|162|2007
24189255818075|167|2008
24189255818075|140|2011
24189255818912|962|2004
24189255818912|950|2005
24189255818912|957|2006
24189255819092|914|2003
24189255819092|907|2003
24189255819092|923|2004
24189255819092|206|2003
24189255819252|1558|2001
24189255819252|1559|2002
24189255819252|1560|2001
24189255819252|1561|2001
26388279068705|864|2004
26388279068705|865|2005
26388279070079|515|2002
26388279070079|517|2002
26388279071301|7|2004
26388279071301|11|2005
26388279074006|716|2000
26388279077248|319|2005
28587302322718|399|2005
28587302325040|932|2005
28587302325040|917|2004
28587302325040|937|2004
28587302326371|1244|2010
28587302330220|1228|2011
28587302330220|1230|2010
30786325578724|680|2002
30786325578724|670|2010
30786325579394|888|2010
30786325579394|889|2009
30786325579394|893|2010
30786325579394|895|2009
30786325581681|1318|2005
30786325581681|1319|2004
30786325582056|210|2002
30786325582056|238|2001
30786325582056|239|2001
30786325582810|1314|2004
30786325582810|1317|2004
30786325582810|1318|2004
30786325587419|545|2002
30786325587419|552|2003
30786325587419|554|2003
30786325587419|541|2004
30786325588039|258|2009
30786325588039|259|2008
30786325588039|260|2010
30786325588039|254|2009
30786325588498|1490|2001
30786325588498|758|2001
30786325588498|1527|2002
32985348841392|1103|2010
32985348841829|462|2012
32985348842179|944|2008
32985348842179|945|2008
32985348842179|946|2007
32985348842179|943|2007
4234|928|2007
4234|933|2008
4234|922|2007
4234|908|2007
7521|907|2008
9496|1145|2006
9496|1146|2005
9496|1147|2005
9496|1167|2005
2199023256405|544|2008
2199023256405|545|2006
2199023256405|553|2007
2199023256919|562|2004
2199023256919|559|2003
2199023265734|304|2008
2199023265734|305|2008
2199023265734|307|2008
4398046512818|562|2004
4398046512818|568|2006
4398046512818|555|2005
4398046512818|603|2005
4398046514951|1554|2003
4398046514951|1556|2004
4398046517526|644|2010
4398046517526|646|2011
4398046517548|825|2008
4398046517867|177|2002
6597069768005|963|2012
6597069768005|964|2012
6597069768005|951|2013
6597069768005|958|2012
6597069768934|109|2007
6597069768956|464|2010
6597069768956|453|2011
6597069768956|475|2010
6597069768956|446|2009
6597069772371|372|2004
6597069772533|1226|2011
6597069772533|1230|2010
8796093030982|308|2011
8796093030982|327|2010
8796093030982|699|2010
8796093030982|317|2010
10995116278292|450|2011
10995116279272|672|2003
10995116279272|680|2004
10995116281209|1117|2003
10995116281209|1118|2003
10995116281248|544|2010
10995116281248|552|2010
10995116281419|756|2001
10995116281419|981|2002
10995116281419|969|2001
10995116281419|972|2001
10995116281419|975|2001
10995116281609|1174|2009
10995116281609|1175|2009
10995116281609|1176|2011
10995116281609|1177|2009
10995116283175|1538|2010
10995116284332|1557|2006
10995116284332|1558|2007
10995116284332|1561|2008
10995116285077|1557|2000
10995116285077|1558|2000
10995116285077|1560|2000
10995116287090|758|2008
10995116287854|1308|2012
13194139534836|801|2009
13194139534836|786|2009
13194139534836|804|2009
13194139534836|807|2008
13194139536457|1136|2004
13194139536457|1137|2004
13194139536457|1139|2003
13194139537472|930|2000
13194139537472|923|2000
13194139538093|103|2007
13194139538093|104|2007
13194139539264|550|2012
13194139539264|554|2011
13194139539825|723|2007
13194139539825|718|2007
13194139541093|820|2010
13194139541093|584|2009
13194139542779|547|2009
13194139542779|553|2010
13194139542779|538|2010
13194139542779|543|2010
13194139542779|1231|2009
15393162794266|1075|2005
15393162794266|1067|2007
15393162796850|1168|2003
15393162796850|1167|2009
15393162797323|546|2007
15393162797323|547|2007
15393162797323|548|2007
15393162797323|542|2006
15393162797440|206|2011
15393162798722|544|2008
15393162798722|545|2007
15393162798722|549|2007
15393162798722|1048|2006
15393162798722|552|2008
17592186046788|942|2004
17592186049008|826|2006
17592186049252|758|2000
17592186051307|1057|2010
17592186051307|1526|2011
17592186051307|1532|2002
19791209301138|913|2008
19791209301138|918|2011
19791209301138|910|2012
19791209303059|1297|2005
19791209303059|1299|2006
19791209303059|1300|2006
19791209303059|1301|2006
19791209303129|544|2007
19791209303129|549|2007
19791209303129|543|2007
19791209303437|787|2006
19791209303437|1559|2004
19791209307684|287|2003
21990232555627|708|2000
21990232555627|712|2012
21990232555627|697|2002
21990232555627|713|2011
21990232557823|706|2008
21990232557823|709|2008
21990232557823|698|2008
21990232559412|371|2003
21990232559412|372|2004
21990232559412|390|2004
21990232559412|392|2004
21990232563142|1344|2004
21990232563142|1329|2004
21990232563142|1330|2005
21990232563142|1332|2004
21990232563142|1342|2005
21990232564276|676|2008
21990232564276|677|2008
21990232564276|664|2009
21990232564276|665|2008
21990232564276|669|2008
21990232564408|433|2003
21990232564408|547|2004
21990232564408|539|2004
21990232564459|809|2004
21990232564459|811|2004
21990232564459|813|2004
21990232564878|934|2011
21990232564878|936|2012
21990232564878|920|2012
